person_key,drown,prob_avg,prob_std,prob_min,prob_max,prob_range,prob_slope
21_person_239,0,0.001471035,0.00243805,3.55E-06,0.005692397,0.005688846,0.00061488
53_person_111,0,0.001469597,0.001354983,0.000363042,0.003761706,0.003398663,0.000130472
15_person_15,0,0.001467361,0.000277374,0.001189987,0.001744735,0.000554748,-0.001109496
22_person_21,0,0.001452901,0.001452075,8.26E-07,0.002904976,0.00290415,0.000872117
63_person_245,0,0.001452017,0.000756626,0.000695392,0.002208643,0.001513252,0.002258584
44_person_74,0,0.001425731,0.001312177,0.000113553,0.002737908,0.002624355,-0.002624355
11_person_539,0,0.001421986,0.001974436,2.16E-05,0.004214256,0.004192662,0.001601802
53_person_229,0,0.001417643,0.002698289,3.01E-06,0.007393125,0.007390114,0.000513192
28_person_125,0,0.001410699,0.002319567,8.86E-06,0.005426285,0.005417429,0.00095381
66_person_225,0,0.001410294,0.004855506,7.93E-08,0.02190314,0.02190306,7.29E-05
44_person_463,0,0.001391497,0.000507597,0.000883901,0.001899094,0.001015194,0.000433843
66_person_149,0,0.001390294,0.003810023,9.22E-08,0.013419061,0.013418969,0.000220969
21_person_459,0,0.001384664,0.001868092,9.50E-07,0.005294615,0.005293665,5.12E-05
15_person_215,0,0.001382383,0.001366826,1.56E-05,0.002749209,0.002733651,0.00804015
21_person_605,0,0.001373894,0.001242706,0.000131188,0.002616601,0.002485413,0.003765777
15_person_789,0,0.00136767,0.006023998,2.36E-07,0.029614566,0.02961433,9.06E-05
51_person_93,0,0.001366748,0.005934911,1.79E-09,0.027236413,0.027236411,0.000212995
6_person_284,0,0.001345582,0.004959642,1.52E-05,0.02693196,0.026916796,-0.000103667
15_person_270,0,0.001344697,0.001212593,0.000132104,0.00255729,0.002425186,-0.001823448
15_person_183,0,0.001343243,0.002600873,1.61E-06,0.006544006,0.006542393,0.000802877
44_person_424,0,0.001340834,0.001340831,2.92E-09,0.002681664,0.002681661,0.000893887
43_person_534,0,0.001339239,0.002772875,2.64E-06,0.007531795,0.007529155,0.00041149
15_person_121,0,0.001332856,0.00426939,2.09E-07,0.019480819,0.01948061,0.000157246
15_person_53,0,0.00133033,0.002074573,6.88E-06,0.004921026,0.00491415,0.000881237
15_person_115,0,0.001316626,0.001837122,8.20E-08,0.003914631,0.003914549,0.000826196
53_person_295,0,0.001314838,0.000605625,0.000709213,0.001920464,0.00121125,-0.007570314
66_person_165,0,0.001287215,0.002272638,2.37E-05,0.005822603,0.005798919,0.001006048
15_person_248,0,0.001286737,0.001331343,6.72E-06,0.003975597,0.003968874,1.68E-05
15_person_21,0,0.001274415,0.001001576,0.000272839,0.002275991,0.002003152,-0.005891622
6_person_428,0,0.001271525,0.000172424,0.001099101,0.001443949,0.000344848,-0.002028516
60_person_64,0,0.001259195,0.00098194,0.00054845,0.002941881,0.002393431,-0.001115624
66_person_469,0,0.001252311,0.000895369,0.000356942,0.00214768,0.001790738,0.003581476
60_person_255,0,0.001233549,0.003035356,4.09E-06,0.009801243,0.009797152,0.000191668
66_person_1155,0,0.001230369,0.002905527,2.56E-06,0.013963573,0.013961011,0.000114307
15_person_2,0,0.001223542,0.00351782,2.66E-07,0.014727218,0.014726953,-0.000186709
28_person_288,0,0.001219701,0.004333487,2.14E-06,0.017432239,0.017430099,0.000234859
68_person_71,0,0.001218532,0.001351307,2.76E-05,0.003510329,0.003482745,-0.00053974
11_person_395,0,0.001203359,0.002513107,3.39E-07,0.010234391,0.010234052,-0.000127946
15_person_283,0,0.001200334,0.003147196,3.11E-07,0.009526889,0.009526578,-0.000565597
43_person_864,0,0.001193766,0.00118112,1.26E-05,0.002374886,0.00236224,0.00236224
43_person_321,0,0.001193061,0.001178927,1.41E-05,0.002371988,0.002357854,0.001571902
66_person_335,0,0.001175113,0.001952245,8.35E-08,0.005922001,0.005921918,-0.000214744
43_person_681,0,0.001156445,0.001760949,2.18E-08,0.004965236,0.004965215,0.000110426
43_person_1296,0,0.001151358,0.0043621,1.81E-07,0.019618578,0.019618398,-0.000122468
15_person_318,0,0.001142139,0.002312585,5.41E-07,0.006728794,0.006728252,3.41E-05
66_person_544,0,0.001138239,0.000970167,5.03E-05,0.00328777,0.003237498,8.12E-05
43_person_426,0,0.001115897,3.52E-05,0.001080663,0.00115113,7.05E-05,-0.000105176
22_person_303,0,0.001115061,0.000661525,0.000453537,0.001776586,0.001323049,0.001323049
66_person_171(drown),1,0.001114387,0.004965134,6.41E-10,0.03279914,0.03279914,-0.000453629
63_person_168,0,0.001114233,0.003021759,2.24E-06,0.011416025,0.011413785,-7.40E-05
54_person_35,0,0.001106783,0.001488778,2.31E-08,0.004320538,0.004320515,-5.14E-05
66_person_454,0,0.001098729,0.001074674,3.42E-05,0.002649344,0.002615149,0.001474689
43_person_1332,0,0.0010985,0.001071246,2.73E-05,0.002169746,0.002142492,-0.001846976
54_person_360,0,0.001092393,0.001041503,5.09E-05,0.002133896,0.002083007,-0.006312142
54_person_1003,0,0.001091776,0.000855559,2.43E-06,0.002351087,0.002348658,0.000151142
66_person_1191,0,0.001091106,0.001756807,6.68E-07,0.004539802,0.004539134,0.000165013
21_person_33,0,0.001088611,0.001017705,7.09E-05,0.002106316,0.00203541,0.001218808
43_person_185,0,0.001087857,0.00099087,9.70E-05,0.002078727,0.001981741,-0.002957822
54_person_298,0,0.00107966,0.001861381,3.30E-06,0.004303664,0.004300365,0.000823767
66_person_806,0,0.001074547,0.001465737,2.88E-06,0.003147008,0.003144132,-0.001608426
63_person_230,0,0.001071723,0.001070996,7.26E-07,0.002142719,0.002141993,-0.000585244
43_person_1507,0,0.001065442,0.000781051,0.00028439,0.001846493,0.001562103,-0.001882052
43_person_1244,0,0.001060023,0.000982258,7.78E-05,0.002042281,0.001964515,0.011555971
43_person_617,0,0.001046309,0.001030839,2.16E-05,0.002831034,0.002809478,5.08E-06
43_person_1571,0,0.001014538,0.001629737,3.81E-05,0.003836511,0.003798371,-0.000481711
60_person_63,0,0.001013199,0.000727153,0.000286047,0.001740352,0.001454306,0.000727153
15_person_747,0,0.000991484,0.000603308,0.000388176,0.001594792,0.001206616,-0.00709774
15_person_836,0,0.000990472,0.002656755,1.61E-07,0.009856612,0.00985645,3.18E-05
43_person_33,0,0.000988661,0.000981995,6.67E-06,0.001970656,0.001963991,0.000735577
15_person_635,0,0.000980209,0.001124414,9.77E-07,0.003100046,0.00309907,0.000233508
28_person_1060,0,0.000974468,0.002957796,7.09E-06,0.011587155,0.011580064,0.000115936
28_person_927,0,0.000973468,0.002484311,2.13E-06,0.010502939,0.010500808,7.79E-05
66_person_1432,0,0.000973067,0.000543098,0.000429969,0.001516165,0.001086196,0.000816689
66_person_439,0,0.000965727,0.002308579,6.68E-06,0.006620464,0.006613788,0.000219528
15_person_182,0,0.000956844,0.00081408,0.000142764,0.001770924,0.001628161,-0.00162816
28_person_134,0,0.000953263,0.003891085,3.80E-08,0.021735488,0.02173545,3.01E-05
28_person_1309,0,0.000948607,0.000490909,0.000457698,0.001439516,0.000981818,0.001963636
11_person_5,0,0.000941833,0.000789097,0.000152736,0.001730931,0.001578194,0.000526065
15_person_724,0,0.000941346,0.001855944,4.40E-06,0.005413812,0.005409408,0.000391159
43_person_44,0,0.000936566,0.001273145,6.45E-06,0.002736731,0.002730277,5.09E-05
22_person_106,0,0.000931087,0.002643747,3.68E-07,0.009676566,0.009676199,-4.44E-05
6_person_63,0,0.000925406,0.002454807,2.47E-07,0.010606366,0.010606119,-1.98E-05
15_person_46,0,0.00091473,0.00083345,8.13E-05,0.00174818,0.0016669,-0.001984405
6_person_512,0,0.000902071,0.000744739,0.000157332,0.001646809,0.001489477,-0.004513568
43_person_648,0,0.000889291,0.000837321,5.20E-05,0.001726613,0.001674643,0.000437244
6_person_570,0,0.000883691,0.001605693,4.87E-06,0.004463407,0.004458535,0.000174805
21_person_151,0,0.000882376,0.000869733,1.26E-05,0.001752109,0.001739466,0.002635555
28_person_1024,0,0.000872659,0.000707945,2.78E-05,0.001760291,0.001732524,0.001060152
21_person_149,0,0.00086496,0.000651137,0.000213823,0.001516097,0.001302274,0.000779805
43_person_374,0,0.000860109,0.000869868,5.30E-05,0.002067666,0.002014709,-0.00062473
43_person_921,0,0.000859599,0.000814898,4.47E-05,0.001674498,0.001629797,-0.000489429
54_person_17,0,0.000857998,0.001253836,1.32E-05,0.004224457,0.004211268,5.80E-05
15_person_697,0,0.00085752,0.000796411,6.11E-05,0.001653931,0.001592822,0.000865664
54_person_785,0,0.000846315,0.001455891,4.14E-08,0.003777205,0.003777164,0.000118531
43_person_1532,0,0.000844734,0.000826041,1.87E-05,0.001670775,0.001652083,0.009718133
54_person_443,0,0.000844658,0.001487487,2.80E-05,0.004153509,0.004125517,0.000399913
11_person_8,0,0.000843587,0.001789532,6.75E-06,0.007385606,0.007378861,5.94E-05
51_person_620,0,0.000837346,0.001418165,9.91E-07,0.003293566,0.003292576,-0.001401204
54_person_546,0,0.000833585,0.000833524,6.05E-08,0.001667109,0.001667049,0.000527547
22_person_218,0,0.000829485,0.001371281,7.20E-07,0.003807799,0.003807079,-0.000221081
66_person_308,0,0.000820857,0.001637702,2.22E-06,0.004478071,0.004475849,-0.000331439
6_person_371,0,0.000817778,0.001360994,5.29E-06,0.003671903,0.003666618,-4.11E-05
51_person_603,0,0.000816696,0.001112352,3.59E-06,0.002389497,0.002385903,2.67E-05
66_person_1498,0,0.000813125,0.000773119,4.00E-05,0.001586244,0.001546238,-0.001030825
22_person_8,0,0.000792581,0.000899087,5.02E-06,0.002255645,0.002250625,0.000296692
43_person_696,0,0.000785667,0.003275099,1.01E-07,0.017077288,0.017077187,3.70E-05
15_person_535,0,0.000782065,0.000778944,3.12E-06,0.001561008,0.001557887,-0.001331527
43_person_1143,0,0.000781344,0.002613296,2.02E-06,0.011144593,0.01114257,-1.61E-05
21_person_668,0,0.000780976,0.000652033,0.000128944,0.001433009,0.001304065,0.000356302
21_person_593,0,0.000779268,0.001077448,8.29E-06,0.002302973,0.002294683,-0.000300491
66_person_1258,0,0.000777769,0.002236432,1.26E-06,0.009351167,0.009349911,-4.84E-06
6_person_247,0,0.000773872,0.000403756,0.00038694,0.001330989,0.000944049,0.000200843
66_person_373,0,0.000771319,0.000703599,6.77E-05,0.001474917,0.001407197,-0.004264235
43_person_274,0,0.000768432,0.000586287,0.000182145,0.001354719,0.001172574,0.001172574
54_person_417,0,0.0007677,0.001086291,8.96E-06,0.003214982,0.003206018,-0.000102611
43_person_1411,0,0.000767567,0.001170732,8.75E-06,0.00279223,0.002783481,0.000420484
43_person_1607,0,0.00076533,0.000754495,1.08E-05,0.001519825,0.00150899,-0.001134579
15_person_788,0,0.000765168,0.001945911,1.77E-06,0.005912842,0.005911071,0.000180514
43_person_186,0,0.000758029,0.001829494,1.14E-07,0.006686653,0.006686539,-0.000155929
44_person_14,0,0.000737328,0.001676155,3.12E-06,0.006052285,0.006049168,-1.41E-05
63_person_236,0,0.000733638,0.000704139,2.95E-05,0.001437777,0.001408278,-0.001408278
15_person_1163,0,0.000727185,0.000974012,3.60E-06,0.002488779,0.002485183,-0.0002271
28_person_1142,0,0.00072635,3.21E-05,0.000694288,0.000758413,6.41E-05,0.000377207
66_person_451,0,0.000725319,0.001699204,1.26E-08,0.005704501,0.005704489,-9.26E-05
54_person_349,0,0.000724592,0.000695205,1.85E-05,0.001560191,0.001541651,-0.00059562
21_person_474,0,0.000724443,0.001708418,3.06E-07,0.005474667,0.005474361,-0.000101732
6_person_323,0,0.000721066,0.000556131,0.000164935,0.001277198,0.001112263,-0.000958847
43_person_762,0,0.000719507,0.000295654,0.000423853,0.001015161,0.000591308,0.001739141
54_person_763,0,0.000717575,0.001031217,3.61E-05,0.003112109,0.003075991,-0.000278236
54_person_208,0,0.000716806,0.000707829,8.98E-06,0.001424635,0.001415657,-0.004163698
43_person_749,0,0.000716732,0.000717995,8.62E-06,0.001830766,0.001822144,1.71E-05
15_person_391,0,0.000712759,0.001199217,5.10E-06,0.002789624,0.002784519,0.000423081
68_person_394,0,0.000712036,0.000340086,0.00037195,0.001052122,0.000680172,0.002061128
15_person_10,0,0.00070784,0.000902656,6.70E-05,0.001984385,0.001917379,-0.000913971
15_person_769,0,0.00070501,0.000542471,0.000162539,0.00124748,0.001084941,-0.003191003
54_person_1,0,0.000702444,0.003060922,6.33E-09,0.019229157,0.019229151,-1.62E-05
21_person_186,0,0.000701284,0.000753581,6.38E-06,0.001748491,0.001742114,0.000811169
11_person_56,0,0.000695778,0.001908142,2.75E-05,0.007291107,0.007263644,-1.97E-05
54_person_276,0,0.000692336,0.001177477,3.08E-07,0.003034482,0.003034175,0.00012895
28_person_575,0,0.000690498,0.000505456,3.82E-05,0.001136777,0.001098602,6.14E-05
70_person_733,0,0.000687584,0.000550228,0.000137357,0.001237812,0.001100455,-0.003236633
43_person_233,0,0.000682363,0.00077818,1.47E-05,0.001773826,0.001759164,-0.000537416
28_person_949,0,0.000678228,0.001508407,4.29E-07,0.006175928,0.006175499,4.67E-06
43_person_253,0,0.00067703,0.000345267,0.000331763,0.001022298,0.000690535,-0.00083197
28_person_1278,0,0.000674402,0.000396842,0.00027756,0.001071245,0.000793685,0.002405105
11_person_496,0,0.000671547,0.000876392,6.70E-06,0.002403325,0.002396624,-6.66E-05
44_person_311,0,0.000670165,0.000649137,2.10E-05,0.001319302,0.001298273,-0.001298273
15_person_549,0,0.000664845,0.000661016,3.83E-06,0.001325861,0.001322033,0.000722422
63_person_51,0,0.000659294,0.000729803,1.96E-05,0.003352083,0.003332462,3.09E-06
11_person_179,0,0.000646636,0.001636555,1.09E-06,0.005545024,0.005543934,-5.84E-05
66_person_604,0,0.000634691,0.001230874,1.19E-07,0.003096135,0.003096015,0.000387502
43_person_990,0,0.000632881,0.000135786,0.000497096,0.000768667,0.000271571,-0.00040533
11_person_259,0,0.000629611,0.001637835,2.20E-06,0.007216259,0.00721406,-5.00E-06
66_person_1484,0,0.000629539,0.000825143,1.73E-05,0.001795988,0.001778658,-3.80E-05
43_person_1439,0,0.000626581,0.00058476,4.18E-05,0.001211342,0.001169521,0.001409061
66_person_907,0,0.000626094,0.000625015,1.08E-06,0.001251109,0.001250029,-0.000357151
28_person_1263,0,0.000621531,0.000610365,1.12E-05,0.001231896,0.001220729,0.000730975
54_person_903,0,0.000621304,0.001080177,1.14E-06,0.003513539,0.003512402,6.24E-05
54_person_73,0,0.00061888,0.00055443,6.44E-05,0.00117331,0.00110886,0.001320072
22_person_200,0,0.000617985,0.000273541,0.000344444,0.000891526,0.000547082,-0.000547082
53_person_280,0,0.000614633,0.000379927,0.000234705,0.00099456,0.000759855,-0.002302589
44_person_218,0,0.00060985,0.00059131,1.85E-05,0.00120116,0.00118262,0.000208575
11_person_521,0,0.000606101,0.000462916,0.000143185,0.001069017,0.000925832,0.000397353
43_person_85,0,0.000603273,0.000549082,5.42E-05,0.001152355,0.001098165,0.000938603
70_person_112,0,0.000601133,0.001130623,2.44E-07,0.002859677,0.002859433,-0.000341537
28_person_1008,0,0.000599882,2.62E-05,0.000573689,0.000626075,5.24E-05,0.000104772
43_person_1615,0,0.000597416,0.000554741,4.27E-05,0.001152158,0.001109483,-0.00652637
63_person_167,0,0.000593549,0.000579231,1.43E-05,0.00117278,0.001158462,-0.000495069
66_person_488,0,0.000593356,0.00134717,5.22E-07,0.004409695,0.004409173,0.000139184
15_person_1273,0,0.000592937,0.00012261,0.000470328,0.000715547,0.000245219,-0.000245219
15_person_632,0,0.000587516,0.00058324,4.28E-06,0.001170756,0.00116648,0.000466592
63_person_8,0,0.000586934,0.001275234,1.02E-05,0.005836346,0.005826136,-8.06E-06
21_person_326,0,0.000586521,0.001306181,5.31E-06,0.005036109,0.005030798,-4.51E-05
68_person_177,0,0.000585907,0.000583518,2.39E-06,0.001169425,0.001167036,-0.001741845
43_person_138,0,0.000581466,0.000931367,7.38E-10,0.002637001,0.002637001,-7.01E-05
66_person_1248,0,0.000572266,0.000805615,4.26E-07,0.001711575,0.001711149,0.001005448
54_person_1021,0,0.000572127,0.000440739,0.000131388,0.001012866,0.000881478,0.000311476
11_person_312,0,0.000570397,0.000284986,0.000167486,0.000780398,0.000612912,-0.000196042
21_person_65,0,0.000569408,0.000566312,3.10E-06,0.00113572,0.001132624,0.000851597
15_person_221,0,0.000565673,0.000555398,1.03E-05,0.001121071,0.001110796,-0.001657905
28_person_594,0,0.000559575,0.001227759,2.76E-07,0.004463063,0.004462787,-7.76E-05
21_person_247,0,0.000558438,0.001200174,7.50E-07,0.003933475,0.003932725,-4.23E-05
43_person_693,0,0.000556944,0.000562008,0.000107114,0.001489773,0.001382658,0.000189291
43_person_976,0,0.000554836,0.000260153,0.000294683,0.000814989,0.000520306,0.000444706
15_person_132,0,0.000554644,0.000992017,1.44E-05,0.003322959,0.003308514,-3.12E-05
28_person_1136,0,0.000553384,0.000223314,0.00033007,0.000776698,0.000446628,0.000666609
15_person_251,0,0.000551461,0.000385133,7.19E-05,0.001014868,0.000942965,0.000111814
43_person_1176,0,0.000551039,0.00056362,8.91E-06,0.00161137,0.001602465,5.68E-05
51_person_1,0,0.000549064,0.001951013,1.18E-07,0.011754843,0.011754726,-2.82E-05
43_person_723,0,0.000545768,0.000164266,0.000381502,0.000710034,0.000328532,-0.000247017
28_person_457,0,0.000545461,0.000804232,8.68E-07,0.00235276,0.002351893,0.00015575
53_person_64,0,0.000542163,0.000838612,1.95E-06,0.001993291,0.001991345,4.37E-05
66_person_64,0,0.000542073,0.001153047,7.62E-06,0.003120001,0.003112377,0.000179202
21_person_502,0,0.000541122,0.001296227,1.01E-06,0.004194563,0.004193549,-3.20E-06
15_person_271,0,0.000539157,0.000675895,2.84E-05,0.001700363,0.001671913,-8.62E-05
22_person_212,0,0.000533243,0.000517771,1.55E-05,0.001051013,0.001035541,0.001035541
66_person_50,0,0.000528756,0.000392438,0.000136318,0.000921194,0.000784876,0.001189205
21_person_266,0,0.000526548,0.000526441,1.07E-07,0.001052989,0.001052882,-0.001571465
11_person_479,0,0.000523693,0.000799176,3.66E-05,0.002897034,0.002860465,-5.88E-05
54_person_69,0,0.000520902,0.000313775,0.000207127,0.000834677,0.00062755,0.0012551
44_person_13,0,0.000513067,0.000733855,1.01E-05,0.002248353,0.002238239,-3.92E-05
43_person_1412,0,0.00051289,0.000297255,0.000215635,0.000810145,0.00059451,0.00059451
15_person_813,0,0.000509416,0.001506529,6.19E-09,0.006855147,0.006855141,1.90E-05
43_person_1206,0,0.000508556,0.000463324,4.52E-05,0.00097188,0.000926647,0.005791547
66_person_247,0,0.000506169,0.001480676,1.27E-08,0.007017827,0.007017814,4.37E-05
28_person_729,0,0.000505533,0.000619575,1.49E-05,0.002072144,0.002057282,-0.000106876
43_person_935,0,0.000502315,0.000433457,1.03E-06,0.001058508,0.001057481,0.000180719
43_person_1566,0,0.000501699,0.000647429,9.83E-07,0.001602152,0.001601169,-0.00018957
22_person_101,0,0.00050033,0.00043819,6.21E-05,0.00093852,0.00087638,0.000292127
43_person_1007,0,0.00050028,0.000445206,6.44E-05,0.001399111,0.001334696,9.20E-05
11_person_359,0,0.000499821,0.000441031,3.66E-06,0.001328147,0.001324489,-1.50E-05
11_person_74,0,0.000499308,0.000817172,3.05E-06,0.002435649,0.002432603,3.74E-05
22_person_255,0,0.000499279,0.000688048,6.24E-07,0.001472223,0.001471599,-3.36E-05
51_person_516,0,0.000495822,0.00029643,0.000195827,0.001144977,0.00094915,-5.15E-05
70_person_705,0,0.000491025,0.000293473,0.000197552,0.000784498,0.000586946,-0.003452623
28_person_231,0,0.000489971,0.00066132,2.08E-05,0.001425217,0.001404423,0.000233364
60_person_188,0,0.000489208,0.000307329,6.35E-05,0.00077795,0.000714444,-0.0002276
15_person_72,0,0.000487384,0.00070764,1.09E-06,0.002126901,0.002125809,9.51E-06
28_person_1076,0,0.000486738,5.88E-05,0.000427956,0.000545519,0.000117564,0.000141643
6_person_7,0,0.000476218,0.000897957,1.74E-07,0.003218988,0.003218814,-1.42E-05
70_person_231,0,0.000473325,0.000456027,1.73E-05,0.000929351,0.000912053,-0.00268251
43_person_1335,0,0.000473068,0.001239583,1.13E-05,0.005524236,0.005512905,-4.42E-05
21_person_460,0,0.000472186,0.000472167,1.82E-08,0.000944353,0.000944335,0.00143081
15_person_69,0,0.000470477,0.000457643,1.28E-05,0.00092812,0.000915287,0.002692019
28_person_464,0,0.000469939,0.000461002,8.94E-06,0.000930941,0.000922003,-0.00279395
28_person_442,0,0.000469317,0.000401744,6.76E-05,0.000871061,0.000803488,-0.001606976
43_person_1474,0,0.000468224,0.000436357,0.000116451,0.001083203,0.000966752,-8.78E-05
53_person_34,0,0.000466466,0.001832355,8.62E-08,0.009136898,0.009136811,7.52E-06
66_person_1330,0,0.00046527,0.001276049,3.86E-08,0.004492524,0.004492485,-9.64E-05
21_person_310,0,0.000465148,0.000583247,2.22E-05,0.001470113,0.001447928,6.34E-05
60_person_291,0,0.000464896,0.000241119,0.000223777,0.000706015,0.000482238,0.001418348
51_person_422,0,0.000463504,0.000192939,0.000270565,0.000656443,0.000385878,0.000332653
21_person_680,0,0.000462452,0.000390545,7.19E-05,0.000852997,0.000781091,-0.001183471
43_person_293,0,0.000460463,0.000376452,8.40E-05,0.000836914,0.000752903,-0.001505806
66_person_137,0,0.000459029,0.000584276,4.21E-05,0.001466993,0.001424906,0.000117374
66_person_555,0,0.00045692,0.000711655,2.80E-06,0.001979686,0.001976889,-9.30E-05
28_person_697,0,0.000454701,0.000277454,8.17E-05,0.000730954,0.00064929,0.000198194
21_person_303,0,0.000454634,0.000452546,2.09E-06,0.00090718,0.000905093,0.000905093
70_person_356,0,0.00045187,0.001288534,1.39E-08,0.005736003,0.005735989,4.54E-05
51_person_606,0,0.000449821,0.000390176,6.27E-05,0.001137704,0.001075036,7.10E-05
68_person_51,0,0.000447249,0.000447245,4.37E-09,0.000894494,0.00089449,0.00178898
28_person_43,0,0.000446876,0.001008241,2.20E-06,0.004379354,0.004377153,4.36E-07
70_person_610,0,0.000441813,0.000782386,6.23E-07,0.002154382,0.002153758,-9.03E-05
70_person_48,0,0.000441487,0.000441085,4.02E-07,0.000882572,0.00088217,0.000753992
44_person_140,0,0.000437652,0.000892604,3.88E-06,0.002612681,0.002608798,5.67E-05
43_person_1026,0,0.000435308,0.000609483,2.67E-05,0.001812311,0.001785631,8.15E-05
66_person_281,0,0.000434864,0.000415661,1.19E-07,0.001120563,0.001120444,-0.000117069
21_person_284,0,0.000433749,0.000433605,1.44E-07,0.000867354,0.00086721,-0.000433605
28_person_672,0,0.000427998,0.000409613,1.84E-05,0.000837611,0.000819226,-0.000615959
11_person_57,0,0.000427267,0.000817891,8.49E-06,0.002842092,0.002833607,-5.47E-05
66_person_1100,0,0.000426333,7.97E-05,0.000346638,0.000506029,0.000159391,0.000483002
60_person_58,0,0.000423947,0.000223783,0.000200163,0.00064773,0.000447567,-0.000206252
68_person_202,0,0.000423021,4.97E-05,0.000373325,0.000472717,9.94E-05,0.000198783
66_person_753,0,0.000420905,0.000642968,1.14E-06,0.002059591,0.002058449,8.18E-05
66_person_211,0,0.00041941,0.000373617,4.58E-05,0.000793027,0.000747234,-0.000319331
22_person_126,0,0.000418646,0.000481983,1.50E-07,0.001351059,0.001350909,-2.21E-05
51_person_4,0,0.000418542,0.002024052,4.17E-08,0.012341179,0.012341137,-4.87E-05
68_person_48,0,0.000416027,0.00083502,4.16E-06,0.003101676,0.003097514,3.29E-06
11_person_205,0,0.000415883,0.000513807,7.98E-06,0.001338884,0.001330909,-4.23E-05
28_person_568,0,0.000415822,0.000574158,3.48E-06,0.00122777,0.001224291,2.95E-05
28_person_1255,0,0.000415604,0.000461738,6.86E-06,0.00116898,0.00116212,-0.000137335
70_person_472,0,0.000415551,0.000337023,4.72E-05,0.000861652,0.000814486,-6.84E-07
60_person_12,0,0.00041529,0.000597817,1.23E-06,0.001590127,0.001588898,0.000142759
6_person_669,0,0.000414868,0.000346541,6.83E-05,0.000761409,0.000693083,-0.004076956
66_person_106,0,0.000412602,0.000335697,5.72E-05,0.001082535,0.001025322,-8.07E-05
15_person_1118,0,0.000412078,0.000450922,5.82E-07,0.00102997,0.001029388,4.37E-05
60_person_170,0,0.0004098,0.000445897,1.38E-05,0.001348512,0.001334718,5.89E-06
21_person_14,0,0.000409175,0.000211788,3.33E-05,0.000752134,0.000718803,-1.98E-05
44_person_11,0,0.000408797,0.000317369,9.14E-05,0.000726166,0.000634737,0.000238623
43_person_1455,0,0.000405195,0.00057645,1.58E-05,0.002089876,0.002074119,-5.64E-05
15_person_416,0,0.000403541,0.000505011,3.19E-05,0.001117535,0.001085618,-0.000450603
6_person_206,0,0.000403039,0.000500641,6.85E-06,0.001109304,0.001102453,-0.000255401
43_person_1164,0,0.00039787,0.000179874,0.000217996,0.000577743,0.000359747,-0.00105808
66_person_150,0,0.000395996,0.000499243,6.41E-07,0.00185875,0.001858108,1.06E-05
43_person_2,0,0.000395955,0.00115061,3.44E-06,0.006471287,0.006467844,2.02E-05
43_person_102,0,0.000394144,0.000386569,7.58E-06,0.000780713,0.000773138,0.002342842
66_person_748,0,0.000393208,0.000770919,2.28E-08,0.002527834,0.002527811,-3.95E-05
43_person_1050,0,0.000392168,0.000663289,6.82E-06,0.001541013,0.00153419,-0.000233588
43_person_925,0,0.000391442,0.000149949,0.000241492,0.000541391,0.000299899,0.000299899
28_person_931,0,0.000391278,0.000228736,0.000162543,0.000620014,0.000457471,-0.000914942
70_person_513,0,0.000390835,0.000330973,5.99E-05,0.000721809,0.000661947,0.003893803
51_person_348,0,0.000389997,0.000286799,1.92E-05,0.000717798,0.000698561,-0.000362208
70_person_65,0,0.000389556,0.000151325,0.000238231,0.000540881,0.00030265,-0.00030265
6_person_49,0,0.000389438,0.000927993,1.62E-06,0.003610518,0.003608895,6.40E-06
53_person_179,0,0.000388897,0.000122113,0.000219555,0.00050289,0.000283335,-0.000261898
15_person_1055,0,0.000388418,2.00E-05,0.000368381,0.000408455,4.01E-05,-4.83E-05
44_person_48,0,0.000387254,0.000625399,4.61E-06,0.002049087,0.002044478,-8.61E-07
66_person_6,0,0.000384281,0.000604095,6.12E-06,0.002145034,0.002138917,-2.51E-05
54_person_928,0,0.000384185,5.25E-05,0.00033165,0.00043672,0.00010507,-0.000618059
70_person_26,0,0.000384081,4.12E-05,0.000342895,0.000425266,8.24E-05,-6.19E-05
15_person_1202,0,0.00038353,0.000473041,2.45E-05,0.001051895,0.001027416,3.70E-05
11_person_203,0,0.00038075,0.000379627,1.12E-06,0.000760377,0.000759253,0.000759253
66_person_169,0,0.000380217,0.000636452,1.38E-06,0.001648193,0.001646818,-0.000177303
51_person_483,0,0.000379527,0.000655867,3.29E-06,0.002095799,0.002092511,8.31E-05
21_person_165,0,0.000379333,0.000720086,1.20E-06,0.002104747,0.002103542,-5.63E-05
43_person_904,0,0.000379262,0.000650028,7.59E-07,0.002060806,0.002060047,-7.23E-05
11_person_189,0,0.00037911,0.000107885,0.000271225,0.000486995,0.00021577,-0.001269233
15_person_64,0,0.000379014,0.000378791,2.23E-07,0.000757806,0.000757583,0.000505055
15_person_817,0,0.000378029,3.12E-05,0.000346861,0.000409197,6.23E-05,-3.73E-05
66_person_410,0,0.000375039,0.000373632,1.41E-06,0.000748671,0.000747263,0.000447463
70_person_371,0,0.000374401,0.000861409,6.84E-07,0.003732898,0.003732214,6.05E-06
15_person_779,0,0.000374325,0.000480718,4.79E-06,0.001053276,0.001048482,0.000337506
43_person_1551,0,0.000371772,0.000577958,1.29E-05,0.001518889,0.00150596,2.91E-05
11_person_355,0,0.000371223,0.000338283,3.29E-05,0.000709505,0.000676565,-0.000815139
